ID,"Módulo del Sistema","Perfil de Usuario",Funcionalidad,"Instrucción (Lo que se debe hacer)","Resultado (Lo que se espera)"
QA-520,"Gestion Reglas Documentales",Administrador,"Exportar a Excel (Respeta filtros y selección)","Debe presionar 'Exportar a Excel (Respeta filtros y selección)' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-521,"Gestion Reglas Documentales",Administrador,"Exportar a PDF (Respeta filtros y selección)","Debe presionar 'Exportar a PDF (Respeta filtros y selección)' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-522,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-523,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de resetFilters","Para esperar que el sistema procese la solicitud correctamente."
QA-524,"Gestion Reglas Documentales",Administrador,"Disminuir / Auto","Debe presionar 'Disminuir / Auto' para ejecutar la acción de decrementarMesesImc","Para esperar que el sistema procese la solicitud correctamente."
QA-525,"Gestion Reglas Documentales",Administrador,Aumentar,"Debe presionar 'Aumentar' para ejecutar la acción de incrementarMesesImc","Para esperar que el sistema procese la solicitud correctamente."
QA-526,"Gestion Reglas Documentales",Administrador,"Ver Historial de Cambios","Debe presionar 'Ver Historial de Cambios' para visualizar los detalles","Para esperar que se muestre toda la información detallada del recurso."
QA-527,"Gestion Reglas Documentales",Administrador,"id }})"" class=""btn-secondary-outline btn-sm mr-1 p-1 "" title=""""> @if ($regla->is_active) @else @endif","Debe presionar 'id }})"" class=""btn-secondary-outline btn-sm mr-1 p-1 "" title=""""> @if ($regla->is_active) @else @endif' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-528,"Gestion Reglas Documentales",Administrador,"Editar Regla","Debe presionar 'Editar Regla' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-529,"Gestion Reglas Documentales",Administrador,"id }})"" class=""btn-danger btn-sm p-1"" title=""Eliminar Regla"">","Debe presionar 'id }})"" class=""btn-danger btn-sm p-1"" title=""Eliminar Regla"">' para ejecutar la acción de confirmarEliminacion","Para esperar que el sistema procese la solicitud correctamente."
QA-530,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-531,"Gestion Reglas Documentales",Administrador,"isEmpty()) disabled @endif>","Debe presionar 'isEmpty()) disabled @endif>' para ejecutar la acción de seleccionarTodosLosTiposVehiculo","Para esperar que el sistema procese la solicitud correctamente."
QA-532,"Gestion Reglas Documentales",Administrador,"Desmarcar Todos","Debe presionar 'Desmarcar Todos' para ejecutar la acción de quitarSeleccionDeTiposVehiculo","Para esperar que el sistema procese la solicitud correctamente."
QA-533,"Gestion Reglas Documentales",Administrador,"isEmpty())) disabled @endif>","Debe presionar 'isEmpty())) disabled @endif>' para ejecutar la acción de seleccionarTodosLosSubTiposVehiculo","Para esperar que el sistema procese la solicitud correctamente."
QA-534,"Gestion Reglas Documentales",Administrador,"Desmarcar Todos","Debe presionar 'Desmarcar Todos' para ejecutar la acción de quitarSeleccionDeSubTiposVehiculo","Para esperar que el sistema procese la solicitud correctamente."
QA-535,"Gestion Reglas Documentales",Administrador,"isEmpty()) disabled @endif>","Debe presionar 'isEmpty()) disabled @endif>' para ejecutar la acción de seleccionarTodasLasCondicionesVehiculo","Para esperar que el sistema procese la solicitud correctamente."
QA-536,"Gestion Reglas Documentales",Administrador,"Desmarcar Todas","Debe presionar 'Desmarcar Todas' para ejecutar la acción de quitarSeleccionDeCondicionesVehiculo","Para esperar que el sistema procese la solicitud correctamente."
QA-537,"Gestion Reglas Documentales",Administrador,"isEmpty()) disabled @endif>","Debe presionar 'isEmpty()) disabled @endif>' para ejecutar la acción de seleccionarTodosLosTiposMaquinaria","Para esperar que el sistema procese la solicitud correctamente."
QA-538,"Gestion Reglas Documentales",Administrador,"Desmarcar Todas","Debe presionar 'Desmarcar Todas' para ejecutar la acción de quitarSeleccionDeTiposMaquinaria","Para esperar que el sistema procese la solicitud correctamente."
QA-539,"Gestion Reglas Documentales",Administrador,"isEmpty()) disabled @endif>","Debe presionar 'isEmpty()) disabled @endif>' para ejecutar la acción de seleccionarTodosLosTiposEmbarcacion","Para esperar que el sistema procese la solicitud correctamente."
QA-540,"Gestion Reglas Documentales",Administrador,"Desmarcar Todas","Debe presionar 'Desmarcar Todas' para ejecutar la acción de quitarSeleccionDeTiposEmbarcacion","Para esperar que el sistema procese la solicitud correctamente."
QA-541,"Gestion Reglas Documentales",Administrador,"isEmpty()) disabled @endif>","Debe presionar 'isEmpty()) disabled @endif>' para ejecutar la acción de seleccionarTodasLasTenencias","Para esperar que el sistema procese la solicitud correctamente."
QA-542,"Gestion Reglas Documentales",Administrador,"Desmarcar Todas","Debe presionar 'Desmarcar Todas' para ejecutar la acción de quitarSeleccionDeTenencias","Para esperar que el sistema procese la solicitud correctamente."
QA-543,"Gestion Reglas Documentales",Administrador,"Añadir U.O.","Debe presionar 'Añadir U.O.' para ejecutar la acción de agregarUnidadSeleccionada","Para esperar que el sistema procese la solicitud correctamente."
QA-544,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para solicitar la eliminación del registro","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-545,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para solicitar la eliminación del registro","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-546,"Gestion Reglas Documentales",Administrador,"Agregar Criterio ASEM","Debe presionar 'Agregar Criterio ASEM' para ejecutar la acción de agregarCriterio","Para esperar que el sistema procese la solicitud correctamente."
QA-547,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para solicitar la eliminación del registro","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-548,"Gestion Reglas Documentales",Administrador,"Agregar Criterio Principal","Debe presionar 'Agregar Criterio Principal' para ejecutar la acción de agregarCriterioMandante","Para esperar que el sistema procese la solicitud correctamente."
QA-549,"Gestion Reglas Documentales",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
QA-550,"Gestion Reglas Documentales",Administrador,"Eliminar Definitivamente","Debe presionar 'Eliminar Definitivamente' para ejecutar la acción de deleteRegla","Para esperar que el sistema procese la solicitud correctamente."
QA-551,"Gestion Reglas Documentales",Administrador,Excel,"Debe presionar 'Excel' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-552,"Gestion Reglas Documentales",Administrador,PDF,"Debe presionar 'PDF' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-553,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-554,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-555,"Gestion Reglas Documentales",Administrador,"Descargar Plantilla Excel","Debe presionar 'Descargar Plantilla Excel' para descargar el archivo","Para esperar que se inicie la descarga del documento en el computador."
QA-556,"Gestion Reglas Documentales",Administrador,"Importar Reglas","Debe presionar 'Importar Reglas' para subir el archivo de carga","Para esperar que el sistema procese los datos masivos correctamente."
QA-557,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de generarReporteImcPDF","Para esperar que el sistema procese la solicitud correctamente."
QA-558,"Gestion Reglas Documentales",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de generarReporteImc","Para esperar que el sistema procese la solicitud correctamente."
QA-559,"Gestion Rubros",Administrador,"Crear Nuevo Rubro","Debe presionar 'Crear Nuevo Rubro' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-560,"Gestion Rubros",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-561,"Gestion Rubros",Administrador,"is_active ? 'desactivar' : 'activar' }} este rubro: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este rubro: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarEliminacionORAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $rubro->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-562,"Gestion Rubros",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-563,"Gestion Rubros",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-564,"Gestion Sexos",Administrador,"Crear Nuevo Sexo","Debe presionar 'Crear Nuevo Sexo' para abrir el formulario de creación","Para esperar que se despliegue la ventana para ingresar un nuevo registro."
QA-565,"Gestion Sexos",Administrador,Editar,"Debe presionar 'Editar' para abrir el formulario de edición","Para esperar que se carguen los datos del registro y se permita su modificación."
QA-566,"Gestion Sexos",Administrador,"is_active ? 'desactivar' : 'activar' }} este sexo: ''?"" class=""ms-2 "">","Debe presionar 'is_active ? 'desactivar' : 'activar' }} este sexo: ''?"" class=""ms-2 "">' para ejecutar la acción de confirmarAlternarEstado. Se debe confirmar el mensaje: '¿Está seguro de que quiere {{ $sexo->is_active ?'","Para esperar que el sistema procese la solicitud correctamente."
QA-567,"Gestion Sexos",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-568,"Gestion Sexos",Administrador,Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-569,"Gestion Sub Criterios",Administrador,"Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de create","Para esperar que el sistema procese la solicitud correctamente."
QA-570,"Gestion Sub Criterios",Administrador,"ID @if ($sortBy === 'id')","Debe presionar 'ID @if ($sortBy === 'id')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-571,"Gestion Sub Criterios",Administrador,"Nombre @if ($sortBy === 'nombre')","Debe presionar 'Nombre @if ($sortBy === 'nombre')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-572,"Gestion Sub Criterios",Administrador,"Estado @if ($sortBy === 'is_active')","Debe presionar 'Estado @if ($sortBy === 'is_active')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-573,"Gestion Sub Criterios",Administrador,"is_active ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-red-100 text-red-800 dark:bg-red-700 dark:text-red-100' }}"">","Debe presionar 'is_active ? 'bg-green-100 text-green-800 dark:bg-green-700 dark:text-green-100' : 'bg-red-100 text-red-800 dark:bg-red-700 dark:text-red-100' }}"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-574,"Gestion Sub Criterios",Administrador,Editar,"Debe presionar 'Editar' para ejecutar la acción de edit","Para esperar que el sistema procese la solicitud correctamente."
QA-575,"Gestion Sub Criterios",Administrador,Desactivar,"Debe presionar 'Desactivar' para ejecutar la acción de delete. Se debe confirmar el mensaje: '¿Está seguro de que quiere desactivar este Sub-Criterio?'","Para esperar que el sistema procese la solicitud correctamente."
QA-576,"Gestion Sub Criterios",Administrador,"Eliminar Permanentemente","Debe presionar 'Eliminar Permanentemente' para ejecutar la acción de delete. Se debe confirmar el mensaje: '¿Está seguro de que quiere ELIMINAR PERMANENTEMENTE este Sub-Criterio? Esta acción no se puede deshacer.'","Para esperar que el sistema procese la solicitud correctamente."
QA-577,"Gestion Sub Criterios",Administrador,Cancelar,"Debe presionar 'Cancelar' para ejecutar la acción de closeModal","Para esperar que el sistema procese la solicitud correctamente."
